,fullName,Articles,authors,years,Journals
1636,Reza Malekzadeh M.D,POSTER PRESENTATIONS: P-5: SERUM LAMININ CONCENTRATIONS AS POTENTIAL TUMOR MARKERS FOR UPPER GASTROINTESTINAL CANCERS,"K AGHCHELI, H PARSIAN, H QUJEQ, M TALEBI, E KHALILIPOUR, ...",2011,"CELL JOURNAL (YAKHTEH) 13 (2), 27-28, 2011"
1637,Reza Malekzadeh M.D,"CANCER STEM CELL: P-41: COMPARING THE EXPRESSION OF MIR-302, AN ESC-SPECIFIC MICRORNA, AND MIR-145 IN TUMOR AND NON-TUMOR SAMPLES OF STOMACH","M KHALILI, SJ MOULA, M SADEGHIZADEH, R MALEKZADEH, MK ALI",2011,"CELL JOURNAL (YAKHTEH) 12 (11), 58-58, 2011"
1638,Reza Malekzadeh M.D,An International Randomized Placebo-Controlled Trial of a Four-Component Combination Pill (“Polypill”) in People with Raised Cardiovascular Risk,"B Navabakhsh, R Malekzadeh",2011,"ARCHIVES OF IRANIAN MEDICINE 14 (6), 433-435, 2011"
1639,Reza Malekzadeh M.D,Abstract B85: Childhood obesity and risk of adult squamous-cell carcinoma of the esophagus in a high risk area,"A Etemadi, A Golozar, N Freedman, F Kamangar, R Shakeri, F Islami, ...",2010,"Cancer Prevention Research 3 (12_Supplement), B85-B85, 2010"
1640,Reza Malekzadeh M.D,Editorial Independence and Ethics of Research,"A Golozar, R Malekzadeh",2010,"Archives of Iranian Medicine 13 (6), 465, 2010"
1641,Reza Malekzadeh M.D,Prophylactic gastrectomy in familial gastric cancer: case report and review of literature,"A Hedayat, N Sodagari, R Malekzadeh, S Nasiri",2010,"مجله پزشکی جمهوری اسلامی ایران 24, 1-2, 2010‎"
1642,Reza Malekzadeh M.D,"Association between TP53 gene ARG72PRO polymorphism and gastric cancer in Ardabil province, Iran.","H Akhavan, A Barzegar, M Nickmanesh, A Yazdanbod, M Mazani, ...",2010,"EUROPEAN JOURNAL OF MEDICAL RESEARCH 15, 73-73, 2010"
1643,Reza Malekzadeh M.D,"Interactions between Glutathione-S-Transferase M1, T1 and P1 polymorphisms and smoking, and increased...","O Moaven, HR Raziee, R Malekzadeh, M Farshchian",2010,"Archives of Iranian Medicine 13 (3), 235, 2010"
1644,Reza Malekzadeh M.D,Induction of cytotoxic T lymphocytes primed with tumor RNA-loaded dendritic cells in esophageal squamous cell carcinoma: Preliminary step for DC vaccine design,"O Moaven, M Gholamin, M Farshchian, M Mahmoudi, M Sankian, ...",2010,"Cancer Research 70 (8_Supplement), 4752-4752, 2010"
1645,Reza Malekzadeh M.D,A pilot double-blind randomised placebo-controlled trial of the effects of fixed-dose combination therapy...,"A Pourshams, S Semnani, B Larijani, R Malekzadeh",2010,null
1646,Reza Malekzadeh M.D,"Research article p16INK4a hypermethylation and p53, p16 and MDM2 protein expression in Esophageal Squamous Cell Carcinoma","N Taghavi, F Biramijamal, M Sotoudeh, H Khademi, R Malekzadeh, ...",2010,"DNA 14, 15, 2010"
1647,Reza Malekzadeh M.D,Research article Induction of cytotoxic T lymphocytes primed with Tumor RNA-loaded Dendritic Cells in esophageal squamous cell carcinoma: preliminary step for DC vaccine design,"M Gholamin, O Moaven, M Farshchian, M Mahmoudi, M Sankian, ...",2010,null
1648,Reza Malekzadeh M.D,Epidemiology of Uninvestigated Gastrointestinal Symptoms in Adolescents: A Population-based Study...,"S Sohrabi, H Khademi, S Nasseri-Moghaddam, R Malekzadeh",2010,null
1649,Reza Malekzadeh M.D,Development of a low-cost real-time reverse transcriptase-polymerase chain reaction technique for the detection and...,"S Merat, SM Samiee, H Khademi, R Malekzadeh",2010,"Clin Chem Lab Med, 48, 2010"
1650,Reza Malekzadeh M.D,"Comparison of Two Diverse Populations, British Columbia, Canada, and Ardabil, Iran, Indicates Several Variables...","P Yavari, M Babaei, A Brooks-Wilson, R Malekzadeh",2010,null
1651,Reza Malekzadeh M.D,Pathogenesis of Crohn's Disease in Iranians Three Common CARD15 Mutations are not Responsible for the The authors study the frequency of mutation in Caspase Recruitment Domain …,"L Teimoori-Toolabi, H Vahedi, H Mollahajian, E Kamali, ...",2010,"Hepato-gastroenterology 57 (98), 275, 2010"
1652,Reza Malekzadeh M.D,T1693 High Nitrate Intake May Be Related to GERD: An Ecologic Study,"S Nasseri-Moghaddam, A Mofid, H Razjouyan, M Nouraie, R Malekzadeh",2010,"Gastroenterology 5 (138), S-559, 2010"
1653,Reza Malekzadeh M.D,Prophylactic gastrectomy in familial gastric cancer: case report and review of literature,"S Nasiri, A Hedayat, R Malekzadeh, Z Khorgami, N Sodagari",2010,"Medical Journal of The Islamic Republic of Iran (MJIRI) 24 (3), 169-174, 2010"
1654,Reza Malekzadeh M.D,"Cancer Incidence and Mortality in Ardabil: Report of an Ongoing Population-Based Cancer Registry in Iran, 2004-2006","A Yazdanbod, A Eslami, AR Sadjadi, B Shokoohi, B Dev, F Samadi, ...",2009,"Iranian Journal of Public Health 38, 1-2, 2009"
1655,Reza Malekzadeh M.D,Scintigraphic Mesenchymal Stem Cell Tracking in Cirrhotic patients,"A Gholamrezanezhad, S Mirpour, M Bagheri, K Alimoghadam, M Saghari, ...",2009,"EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING 36, S215-S215, 2009"
1656,Reza Malekzadeh M.D,Anti-H. pylori Activity and Essential Oil Composition of Tanacetum turcomanicum from Iran,"F Nariman, F Eftekhar, Z Habibi, M Yousefi, S Massarrat, R Malekzadeh",2009,"HELICOBACTER 14 (4), 390-390, 2009"
1657,Reza Malekzadeh M.D,"Reply: Hookah, opium, and tobacco smoking in relation to ESCC","R Malekzadeh, D Nasrollahzadeh, F Kamangar",2009,"British Journal of Cancer 100 (6), 1016, 2009"
1658,Reza Malekzadeh M.D,"Abstract A65: Survival of women with cancers of the breast, stomach, and esophagus in Ardabil (Iran) and British Columbia (Canada)","C Bajdik, M Bashash, P Yavari, R Malekzadeh, G Hislop, ...",2009,"Cancer Epidemiology Biomarkers & Prevention 18 (2_Supplement), A65-A65, 2009"
1659,Reza Malekzadeh M.D,The effect of Amitriptyline in patients with pain and diarrhea predominant irritable Bowel Syndrome: a doubleblind randomized controlled study,"A Meysamie, A Naderi, G Olfati, H Vahedi, N Ghaffari Marandi, ...",2009,"مجله پزشکی جمهوری اسلامی ایران 22, 1-2, 2009‎"
1660,Reza Malekzadeh M.D,Crohn's Disease and Early Exposure to Domestic Refrigeration,"H Vahedi, S Nasseri-Moghaddam, R Malekzadeh, JP Hugot",2009,null
1661,Reza Malekzadeh M.D,"Inflammatory Bowel Diseases, New Comments in Diagnosis and Treatment","H Vahedi, S Momtahen, AS Kazzazi, A Riahi, R Malekzadeh",2009,"Govaresh 13 (4), 239-248, 2009"
1662,Reza Malekzadeh M.D,W1803 3D Structure of Protein-X of Hepatitis B Virus,"A Mohammadkhani, Z Minuchehr, A Madadkar-Sobhani, M Sotoudeh, ...",2009,"Gastroenterology 5 (136), A-865, 2009"
1663,Reza Malekzadeh M.D,S1903 Dominant Epigastric Pain May Be a Symptom of Gastro-Esophageal Reflux Disease (GERD),"S Nasseri-Moghaddam, A Ghorbani, H Razjouyan, A Mofid, ...",2009,"Gastroenterology 5 (136), A-288-A-289, 2009"
1664,Reza Malekzadeh M.D,S1923 Co-Existing Upper GI Pathologies Among GERD Patients,"S Nasseri-Moghaddam, A Mofid, H Razjouyan, S Ostad-Rahimi, ...",2009,"Gastroenterology 5 (136), A-293, 2009"
1665,Reza Malekzadeh M.D,M1866 Effect of Concomitant Irritable Bowel Syndrome On Response of GERD Patients to Proton Pump Inhibitors,"S Nasseri-Moghaddam, A Abrishami, H Razjouyan, SM Alimohamadi, ...",2009,"Gastroenterology 5 (136), A-434, 2009"
1666,Reza Malekzadeh M.D,"Prevalence of Celiac Disease in Unexplained Infertility in Shariati Hospital, Tehran, Iran","M FOROUTAN, YA ALE, M AGHAHOSSEINI, M DARVISHI, ...",2009,"MIDDLE EAST JOURNAL OF DIGESTIVE DISEASES (MEJDD) 1 (1), 12-15, 2009"
1667,Reza Malekzadeh M.D,Abstract A118: Tea drinking habits and esophageal cancer in a high risk area in Northern Iran,"F Islami, F Kamangar, A Pourshams, D Nasrollahzadeh, S Fahimi, ...",2008,"Cancer Prevention Research 1 (7_Supplement), A118-A118, 2008"
1668,Reza Malekzadeh M.D,Molecular modeling of hepatitis B virus protein-x structure,"A Mohamadkhani, Z Minuchehr, SA Madadkar, H Poustchi, JF Rastgar, ...",2008,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 23, A366-A366, 2008"
1669,Reza Malekzadeh M.D,Antimicrobial activity of essential oils against H-pylori,"F Nariman, M Yousefzadi, F Eftekhar, S Massarrat, R Malekzadeh",2008,"HELICOBACTER 13 (5), 415-415, 2008"
1670,Reza Malekzadeh M.D,Microsatellite DNA alterations in squamous cell carcinoma of esophagus,"M Abbaszadegan, E Dadkhah, R Malekzadeh, M Sotoudeh, ...",2008,"Cancer Research 68 (9_Supplement), 204-204, 2008"
1671,Reza Malekzadeh M.D,Genetic Drifts in PKR-EIF2A Phosphorylation Homology Domain Region in Iranian HCV Positive Patients during Interferon Therapy,"M Honardust, F Sabahi, S Amini-Bavyl-Oleyaee, F Behzadian, S Merat, ...",2008,"مجله ویروس شناسی ایران 2 (1), 6-12, 2008‎"
1672,Reza Malekzadeh M.D,H. pylori-Induced Apoptosis in Human Gastric Cancer Cells Mediated via the Release of Apoptosis-Inducing Factor from...,"H Ashktorab, R Dashwood, SM Hewitt, R Malekzadeh",2008,null
1673,Reza Malekzadeh M.D,Critical role of Helicobacter pylori in the pattern of gastritis and carditis in residents of an area with high prevalence of gastric...,"MH Derakhshan, B Abedi, S Merat, R Malekzadeh",2008,"Dig Dis Sci 53, 27-33, 2008"
1674,Reza Malekzadeh M.D,Prevalence of Celiac Disease Among Patients with Behcet’s Disease in Iran,"F Shahram, R Shakeri, R Malekzadeh",2008,null
1675,Reza Malekzadeh M.D,CELL THERAPY CLINICAL TRIALS AT ROYAN INSTITUTE,"N AGHDAMI, H BAHARVAND, M NAMIRI, R MALEKZADEH, H AHMADI, ...",2008,"CELL JOURNAL (YAKHTEH) 10 (1), 29-29, 2008"
1676,Reza Malekzadeh M.D,"The Otorhinolaryngologic concepts as viewed by rhazes and avicenna (vol 10, pg 552, 2007)","M Mohamadnejad, K Alimoghaddam, M Mohyeddin-Bonab, M Bagheri, ...",2008,"ARCHIVES OF IRANIAN MEDICINE 11 (1), 135-135, 2008"
1677,Reza Malekzadeh M.D,PP-010 3D structural and dynamic features of Protein-x of hepatitis B virus,"A Mohamadkhani, Z Minuchehr, AM Sobhani, M Sotoudeh, H Poustchi, ...",2008,"International Journal of Infectious Diseases, S58, 2008"
1678,Reza Malekzadeh M.D,"W1047 Metronidazole-Furazolidone-or, Clarithromycine-Furazolidone-or, Clarithromycine-Based Regimen for Eradication of Helicobacter pylori in Peptic Ulcer Disease","S Riahizadeh, S Agah, N Zendehdel, R Malekzadeh, R Sotoudehmanesh, ...",2008,"Gastroenterology 4 (134), A-622, 2008"
1679,Reza Malekzadeh M.D,Polymorphisms in genes related to xenobiotic metabolism in a high-risk area for esophageal cancer in Northeast Iran,"A Etemadi, R Godschalk, F Islami, FJ van Schooten, A Pourshams, ...",2008,"EJC Supplements 9 (6), 202, 2008"
1680,Reza Malekzadeh M.D,"corrected as**** Director of National Board for Medical Education, Department of Pharmacology, School of Medicine, Shahid Beheshti University of Medical Sciences and Health …","M Mohamadnejad, K Alimoghaddam, M Mohyeddin-Bonab, M Bagheri, ...",2008,"Archives of Iranian Medicine 11 (1), 135, 2008"
1681,Reza Malekzadeh M.D,S1271 Comparison of Colonic Transit Time Between Patients with Constipation Predominant IBS and Functional Constipation; a Case-Control Study,"R Ansari, S Sohrabi, H Amjadi, O Ghanaei, S Merat, H Vahedi, ...",2008,"Gastroenterology 4 (134), A-215, 2008"
1682,Reza Malekzadeh M.D,Prospective Acid Reflux Study of Iran (PARSI): Methodology and study design,"R Malekzadeh, S Tofangchiha, M Nouraie, A Mofid, B Abedi, M Sotoudeh, ...",2007,null
1683,Reza Malekzadeh M.D,The First Population-Based Cancer Survey in Kerman Province of Iran,"A Ghorbani, A Sadjadi, M Alimohammadian, M Nouraie, MA Mohagheghi, ...",2007,"Iranian Journal of Public Health 36, 1-2, 2007"
1684,Reza Malekzadeh M.D,GERD overlaps other gastrointestinal symptoms; Results of a population based study,"SM Nouraie, H Zaer-Rezaii, AR Radmard, M Sorouri, M Mamarabadi, ...",2007,"GASTROENTEROLOGY 132 (4), A407-A408, 2007"
1685,Reza Malekzadeh M.D,Netgerd or Helicobacter pylori: Which is responsible for carditis?; The parsi database,"S Nasseri-moghaddam, H Razjouyan, SM Nouraie, A Mofid, ...",2007,"GASTROENTEROLOGY 132 (4), A279-A279, 2007"
1686,Reza Malekzadeh M.D,"Clinical, demographic, and habit characteristics of GERD patients with and without erosive esophagitis","S Nasseri-Moghaddam, H Rajouyan, M Mamarabadi, SM Nouraie, ...",2007,"GASTROENTEROLOGY 132 (4), A410-A410, 2007"
1687,Reza Malekzadeh M.D,Gastric phenotype and GERD symptoms indicate two distinct aetiologies of cardia cancer,"MH Derakhshan, R Malekzadeh, V Fyfe, A Yazdanbod, A Kazemi, ...",2007,"GASTROENTEROLOGY 132 (4), A618-A618, 2007"
1688,Reza Malekzadeh M.D,Phase 1 human trial of autologous mesenchymal stem cell transplantation (Msc TX) for the treatment of decompensated cirrhosis,"M Mohamadnejad, K Alimoghaddam, bonab, Mandana Mohyeddin, ...",2007,"GASTROENTEROLOGY 132 (4), A673-A673, 2007"
1689,Reza Malekzadeh M.D,Modified Jejunoileal Bypass Surgery with Biliary Diversion for Morbid Obesity and Changes in Liver Histology During...,"I Fazel, A Pourshams, S Merat, R Malekzadeh",2007,null
1690,Reza Malekzadeh M.D,GENETIC DRIFTS IN PKR-EIF2A PHOSPHORYLATION HOMOLOGY DOMAIN REGION IN IRANIAN HCV POSITIVE PATIENTS DURING INTERFERON THERAPY,"DM HONAR, F SABAHI, BOA AMINI, F BEHZADIAN, SH MERAT, ...",2007,"IRANIAN JOURNAL OF VIROLOGY 1 (1), 11-17, 2007"
1691,Reza Malekzadeh M.D,Pyloric injection of botulinum toxin for the treatment of refractory gastroesophageal reflux disease accompanied with gastroparesis.,"A Mirbagheri, A Sadeghi, M Amouie, S Mansouri, M Frootan, ...",2007,"Govaresh 12 (3), 161-210, 2007"
1692,Reza Malekzadeh M.D,Special Session Fourth International Meeting on Computational Intelligence Methods for Bioinformatics Biostatistics (CIBB 2007)-PCA Based Feature Selection Applied to the …,"F Bishehsari, M Mahdavinia, R Malekzadeh, R Mariani-Costantini, ...",2007,"Lecture Notes in Computer Science 4578, 551-556, 2007"
1693,Reza Malekzadeh M.D,Risk of Hepatitis B Virus Infection Following Upper Gastrointestinal Endoscopy: A Prospective Study in an Endemic Area,"MM Mir-Nasseri, H Poustchi, M Moshfeghi, S Shokravi, M Mohamadnejad, ...",2007,"Govaresh 12 (1), 16-19, 2007"
1694,Reza Malekzadeh M.D,Proteomics and proteome analysis of Squamous Cell Carcinoma of Esophagus,"F Rastgar Jazii, Z Najafi, R Malekzadeh, M Yazdanbod, TP Conrads, ...",2006,"DIFFERENTIATION 74 (8), 456-457, 2006"
1695,Reza Malekzadeh M.D,"Comparing Histopathological State in the Right and Left Side of Cardia in Terms of Incidence Rate of Inflammatory and Precancerous Lesions in Ardabil, 2004-2005","A Yazdanbod, M Iran Parvar, F Amani, R Malekzadeh, S Salavati",2006,"Journal of Ardabil University of Medical Sciences 6 (3), 306-310, 2006"
1696,Reza Malekzadeh M.D,"Clinical, demographic, and habit characteristics of GERD patients with and without erosive esophagitis","S Nasseri-Moghaddam, H Razjouyan, M Mamarabadi, M Alimohammadi, ...",2006,"Journal of Clinical Gastroenterology 40, S199, 2006"
1697,Reza Malekzadeh M.D,Gateroesophageal reflux disease (GERD) in Iran: a population-based study,"S Nasseri-Moghaddam, H Ghotbi, M Nouraie, AR Radmard, ...",2006,"Journal of Clinical Gastroenterology 40, S198-S199, 2006"
1698,Reza Malekzadeh M.D,"A survey on Candida colonization prevalence in patients with gastritis, duodenitis and peptic ulcer","SJ Hashemi, P Kordbacheh, R Malekzadeh, M Mehrabani",2006,"Tehran University Medical Journal TUMS Publications 64 (5), 44-50, 2006"
1699,Reza Malekzadeh M.D,Antibacterial activity of Trachyspermum copticum against Helicobacter pylori,"F Nariman, F Eftekhar, S Massarrat, Z Habibi, R Malekzadeh",2006,"HELICOBACTER 11 (4), 323-323, 2006"
1700,Reza Malekzadeh M.D,Anti-Helicobacter pylori activities of 20 Iranian plants,"F Nariman, S Massarrat, Z Habibi, F Eftekhar, F Siavoshi, R Malekzadeh",2006,"HELICOBACTER 11 (4), 323-324, 2006"
1701,Reza Malekzadeh M.D,بررسی اثربخشی برنامه همگانی ایمن‌سازی علیه هپاتیت ب بر بار بیماری در ایران‎,"دکتر محمدحسین فروزان‌فر, دکتر کاظم محمد, دکتر سیدرضا مجدزاده, ...‎",2006,"فصلنامه پژوهش حکیم 9 (2), 1-11, 2006‎"
1702,Reza Malekzadeh M.D,Mutations in P53 and K-ras and microsatellite instability status define distinct disease subtypes in a hospital-based series of colorectal cancer patients from Iran,"M Mahdavinia, F Bishehsari, R Mariani-Costantini, R Malekzadeh, ...",2006,"Cancer Research 66 (8_Supplement), 216-216, 2006"
1703,Reza Malekzadeh M.D,"Effect of 2 weeks furazolidone-or 2 weeks metronidazole-or combination of, 1week furazolidone+ 1 week metronidazole-based anti Helicobacter pylori regimens in peptic ulcer: A …","Y Ajvadi, R Malekzadeh, S Nasseri-Moghaddam, NE Daryani, H Vahedi, ...",2006,"GASTROENTEROLOGY 130 (4), A93-A93, 2006"
1704,Reza Malekzadeh M.D,Cyclosporine-a versus prednisolone for induction of remission in patients with autoimmune hepatitis: Interim report of a randomized controlled trial,"S Nasseri-Moghaddam, R Malekzadeh, S Karimian",2006,"GASTROENTEROLOGY 130 (4), A281-A281, 2006"
1705,Reza Malekzadeh M.D,Changes in liver histology after one year of treatment with probucol in nonalcoholic steatohepatitis,"S Merat, M Aduli, R Kazemi, M Sotoudeh, R Malekzadeh",2006,"Gastroenterology 130 (4), A595-A595, 2006"
1706,Reza Malekzadeh M.D,Seven years liver follow up of morbidly obese patients after a modified intestinal by pass surgery,"A Pourshams, I Fazel, M Sotoudeh, R Malekzadeh",2006,"JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY 21, A220-A220, 2006"
1707,Reza Malekzadeh M.D,Iranian women experience higher rates of obesity and hypertension than American women,"H Bahrami, M Sadatsafavi, A Pourshams, F Kamangar, R Malekzadeh",2006,"CIRCULATION 113 (8), E350-E350, 2006"
1708,Reza Malekzadeh M.D,Correlation of the serum levels of the ALT and AST with the degree of inflammation and fibrosis in the liver of patients with non-alcoholic steatohepatitis: validation of the …,"M Sotoudeh, SM Tavangar, F Khadem-sameni, MH Derakhshan, S Merat, ...",2006,"Hakim Research Journal 8 (4), 1-7, 2006"
1709,Reza Malekzadeh M.D,Screening of the adult population in Iran for coeliac disease: Comparison of the tissue-transglutaminase...,"A Mohamadkhani, M javad Zahedi, R Shakeri, R Malekzadeh",2006,"European Journal of Gastroenterology & Hepatology 18, 1181-1186, 2006"
1710,Reza Malekzadeh M.D,Obesity and hypertension in an Iranian cohort study; Iranian women experience higher rates of obesity and hypertension than...,"A Pourshams, F Kamangar, S Semnani, R Malekzadeh",2006,"BMC Public Health 6, 158, 2006"
1711,Reza Malekzadeh M.D,Validity and reliability of a new food frequency questionnaire compared to 24h recalls and biochemical measurements: Pilot...,"S Semnani, F Kamangar, R Malekzadeh",2006,"European Journal of Clinical Nutrition 60, 971-977, 2006"
1712,Reza Malekzadeh M.D,"Declining incidence of esophageal cancer in the Turkmen Plain, Eastern part of the Caspian Littoral of Iran: A retrospective...","S Semnani, M Nouraie, HT Fakheri, R Malekzadeh",2006,null
1713,Reza Malekzadeh M.D,Surface area: A better predictor of disease severity than the height and volume of the barium column in patients with primary...,"A Estakhri, S Shirani, S Abedian, R Malekzadeh",2006,"European Journal of Gastroenterology & Hepatology 18, 1203-1208, 2006"
1714,Reza Malekzadeh M.D,EFFECT OF ERADICATING HELICOBACTER PYLORI ON GASTROESOPHAGEAL REFLUX DISEASE,"H VAHEDI, G MONTAZERI, G OLFATI, N NOORI, SH GOLESTAN, ...",2006,"MEDICAL SCIENCES JOURNAL OF ISLAMIC AZAD UNIVERSITY 15 (4), 185-190, 2006"
1715,Reza Malekzadeh M.D,Assessment of inter-and intra-observer variability of the la classification for gerd,"R Malekzadeh, H Razjouyan, SM Nouraei, SM Alimohammadi, ...",2006,"Govaresh 11 (1), 27-32, 2006"
1716,Reza Malekzadeh M.D,Determination of the Normal Range of the Number of Intraepithelial Lymphocytes in the Duodenal Mucosa of Healthy Iranian Individuals,"S Nasseri-Moghaddam, A Mofid, M Sotoudeh, SM Nouraie, A Pourshams, ...",2006,"Govaresh 11 (2), 86-92, 2006"
1717,Reza Malekzadeh M.D,Effect of eradicating Helicobacter Pylori on gastroesophageal reflux disease,"H Vahedi, G Montazeri, N Noori, G Olfati, G Sh, A Estakhri, A Sh, ...",2005,"Medical Science Journal of Islamic Azad Univesity-Tehran Medical Branch 15 …, 2005"
1718,Reza Malekzadeh M.D,Comparison of DNA fingerprints of single-colony isolates of Helicobacter pylori from corpus and antrum by RAPD-PCR,"F Siavoshi, M Shokuhfard, R Malekzadeh, ND Jaded, S Massarrat",2005,"HELICOBACTER 10 (5), 461-461, 2005"
1719,Reza Malekzadeh M.D,DNA fingerprinting of single colonies isolates of Helicobacter pylori from a gastric cancer patient by REP-PCR,"S Zabihinia, F Siavoshi, R Malekzadeh, ND Djadid, S Massarrat",2005,"HELICOBACTER 10 (5), 468-468, 2005"
